fcode,year,month,obs_dengue_cases,population,area,ws_avg,ws_min,ws_max,t2m_avg,t2m_min,t2m_max,rh_avg,rh_min,rh_max,tp_accum,l1_code,l1_name
TTYTKV_KIEN_TUONG_LA,2010,10,11,60489,258.77,2.203979506451613,1.1240097348387095,3.516352374193549,298.9295280645162,297.1876716129032,302.1011651612902,89.63356219354839,75.09367606451616,96.97490125806452,0.6162374260000001,80,
TTYTKV_KIEN_TUONG_LA,2010,11,8,60489,258.77,1.9648507463333333,0.9321446816666668,3.2944242566666664,298.7806373333333,296.847729,301.8197703333333,89.18245616666668,75.50502703333335,97.1589709,0.5648404603000001,80,
TTYTKV_KIEN_TUONG_LA,2010,12,4,60489,258.77,2.0761065838709674,0.8815007874193549,3.211898903225806,298.56840516129034,296.34123870967744,301.4839651612903,85.66129541935481,70.69000274193547,96.57790767741935,0.25669675994999996,80,
TTYTKV_KIEN_TUONG_LA,2011,1,2,60489,258.77,2.791781567741935,1.5826580638709677,4.0465568483870955,298.2221406451613,295.6951341935485,301.40709483870955,80.257308,64.34284145161291,92.95477083870968,0.05092088113679999,80,
TTYTKV_KIEN_TUONG_LA,2011,2,0,60489,258.77,3.4813786285714285,2.259141082357143,4.821775342857142,298.9011596428572,296.20378678571427,302.80127285714286,75.86208914285714,56.45764021428572,90.30102446428573,0.005281185289700001,80,
TTYTKV_KIEN_TUONG_LA,2011,3,0,60489,258.77,3.6444128419354835,2.2337746193548385,5.163711648387098,299.51062193548387,297.35044258064516,302.6904432258065,78.64831661290323,63.532428967741936,90.0766872903226,0.20438182074400002,80,
TTYTKV_KIEN_TUONG_LA,2011,4,0,60489,258.77,2.669725893333334,1.5017284693333333,4.04744684,300.14332399999995,297.671228,303.65354399999995,80.81453516666667,63.45006273333334,93.42565416666667,0.13193541336,80,
TTYTKV_KIEN_TUONG_LA,2011,5,0,60489,258.77,1.8821909096774194,0.8284061258064518,3.3095801451612905,300.5150535483871,298.27883451612905,304.0986238709678,86.05355912903225,70.2808159032258,96.64298270967744,0.3970115217,80,
TTYTKV_KIEN_TUONG_LA,2011,6,1,60489,258.77,2.8011618800000004,1.696033556333333,4.342446956666667,300.01089566666667,298.07870999999994,303.2411923333333,86.54380756666666,71.97048436666665,95.61919396666666,0.3821902243,80,
TTYTKV_KIEN_TUONG_LA,2011,7,1,60489,258.77,2.9045451548387096,1.7425989670967743,4.488484332258063,299.7785612903226,297.81484838709673,303.11802677419354,86.53721306451612,72.02224587096774,95.50303032258064,0.3157979217,80,
TTYTKV_KIEN_TUONG_LA,2011,8,3,60489,258.77,2.6310968290322583,1.6301407638709677,4.151421674193548,299.72065064516136,297.72567612903225,303.2860570967742,87.00408029032262,71.70287090322581,96.05130716129031,0.3712543058,80,
